公司代码()_CompanyCode,上市公司代码_Comcd,最新公司全称_Lcomnm,行业_Industry,A股股票代码_A_Stkcd,B股股票代码_B_Stkcd,H股股票代码_H_stkcd,上市标识_Lstflg,截止日期_Enddt,报表类型_Reporttype,每股收益(元/股)_BasicEPS,稀释每股收益(元/股)_DilutEPS,每股收益(期末股本摊薄)(元/股)_EPS,每股收益(TTM)(元/股)_EPSTTM,每股净资产(元/股)_NAPS,每股营业总收入(元/股)_ToloperevPS,每股营业收入(元/股)_MincmPS,每股营业收入(TTM)(元/股)_MincmPSTTM,每股营业利润(元/股)_OpeprfPS,每股息税前利润(元/股)_EBITPS,每股资本公积金(元/股)_CapsurfdPS,每股盈余公积金(元/股)_SurrefdPS,每股公积金(元/股)_AccumfdPS,每股未分配利润(元/股)_UndivprfPS,每股留存收益(元/股)_RetearPS,每股经营活动现金流量(元/股)_OpeCFPS,每股经营活动现金流量(TTM)(元/股)_OpeCFPSTTM,每股净现金流量(元/股)_CFPS,每股净现金流量(TTM)(元/股)_CFPSTTM,每股企业自由现金流量(元/股)_EntfcfPS,每股股东自由现金流量(元/股)_ShrhfcfPS,净资产收益率(平均)(%)_AvgROE,净资产收益率(加权)(%)_WROE,净资产收益率(摊薄)(%)_ROE,净资产收益率(扣除，摊薄)(%)_ROEcut,净资产收益率(扣除，加权)(%)_WROEcut,净资产收益率(TTM)(%)_ROETTM,资产报酬率(%)_ROAEBIT,资产报酬率(TTM)(%)_ROAEBITTTM,资产净利率(%)_ROA,资产净利率(TTM)(%)_ROATTM,投入资本回报率(%)_ROIC,销售净利率(%)_Netprfrt,销售净利率(TTM)(%)_NetprfrtTTM,销售毛利率(%)_Gincmrt,销售毛利率(TTM)(%)_GincmrtTTM,销售成本率(%)_Salcostrt,销售期间费用率(%)_Pdcostrt,销售期间费用率(TTM)(%)_PdcostrtTTM,净利润/营业总收入_NprTOR,净利润/营业总收入(TTM)_NprTORTTM,营业利润/营业总收入_OpeprTOR,营业利润/营业总收入(TTM)_OpeprTORTTM,息税前利润/营业总收入(%)_EBITTOR,息税前利润/营业总收入(TTM)(%)_EBITTORTTM,营业总成本/营业总收入(%)_TopecostTOR,营业总成本/营业总收入(TTM)(%)_TopecostTORTTM,销售费用率(%)_Opeexprt,销售费用率(TTM)(%)_OpeexprtTTM,管理费用率(%)_Admexprt,管理费用率(TTM)(%)_AdmexprtTTM,财务费用率(%)_Finexprt,财务费用率(TTM)(%)_FinexprtTTM,资产减值损失/营业总收入_AstimpaTOR,资产减值损失/营业总收入(TTM)_AstimpaTORTTM,净利润_Netprf,扣除非经常性损益后的净利润_Netprfcut,息税前利润_EBIT,息税折旧摊销前利润_EBITDA,营业利润率(%)_Opeprfrt,成本费用利润率(%)_Totprfcostrt,流动比率(%)_Currt,速动比率(%)_Qckrt,超速动比率(%)_Supqckrt,产权比率(%)_Dbequrt,股东权益/负债合计_Equtotlia,股东权益/带息债务(%)_Equintdb,有形净值债务率(%)_Dbtanequrt,有形净值/带息债务(%)_Tanastintdb,有形净值/净债务(%)_Tanastndb,息税折旧摊销前利润/负债合计_EBITDAtotlia,经营净现金流量/负债合计_NOCFtotlia,经营净现金流量/带息债务_NOCFintdb,经营净现金流量/流动负债_NOCFtotcurlia,经营净现金流量/净债务_NOCFndb,利息保障倍数_Intcvr,长期负债与营运资金比率(NULL)_Ldbwrkcap,现金流动负债比_OpeCcurdb,每股收益增长率(%)_EPSgrrt,稀释每股收益增长率(%)_DilutEPSgrrt,营业收入增长率(%)_Opeincmgrrt,营业收入3年复合增长率()_OperaInc3GrRt,营业利润增长率(%)_Opeprfgrrt,利润总额增长率(%)_Totprfgrrt,净利润增长率(%)_Netprfgrrt,归属母公司的净利润增长率(%)_NPPCgrrt,归属母公司的净利润(扣除)增长率(%)_NPPCcutgrrt,归属母公司股东的净利润3年复合增长率()_NetProfShareGrRt,归属母公司的净利润过去五年平均增幅(%)_NPPCavggrrt,经营活动现金流量净额增长率(%)_NOCFgrrt,每股经营活动现金流量增长率(%)_OpeCPSgrrt,净资产收益率(摊薄)增长率(%)_ROAgrrt,净资产增长率(%)_Netassgrrt,总资产增长率(%)_Totassgrrt,每股净资产相对年初增长率(%)_NAPSgrrt,股东权益相对年初增长率(%)_EquYTDgrrt,资产总计相对年初增长率(%)_TotastYTDgrrt,可持续增长率(%)_Susgrrt,营业周期(天/次)_Opecyc,存货周转率(次)_Invtrtrrat,存货周转天数(天/次)_invtrtrday,应收账款周转率(次)_ARTrat,应收账款周转天数(天/次)_ARTday,应付账款周转率(次)_AccrPayrat,应付账款周转天数(天/次)_AccrPayday,流动资产周转率(次)_Currat,固定资产周转率(次)_Fixassrat,股东权益周转率(次)_Equrat,总资产周转率(次)_Totassrat,销售商品劳务收入现金/营业收入(%)_SalesevOpeincm,销售商品劳务收入现金/营业收入(TTM)(%)_SalesevOpeincmTTM,销售现金比率(%)_Casrtsale,销售现金比率(TTM)(%)_CasrtsaleTTM,经营现金净流量/经营净收益(%)_NOCFONI,经营现金净流量/经营净收益(TTM)(%)_NOCFONITTM,资本支出/折旧和摊销_CapexpDM,现金及其等价物净增加额(元)_CCEinc,经营现金净流量(元)_NOCF,销售商品劳务收入现金(元)_Salesevcash,自由现金流量(元)_FreeCF,净利润现金含量(元)_Netprfcascvr,营业收入现金含量(%)_Opeincmcashcvr,总资产现金回收率(%)_OpeCass,每股现金及现金等价物余额(元/股)_CCEPS,每股股利(元/股)_DivPS,股利保障倍数(倍)_Divcvr,现金股利保障倍数(倍)_Cashdivcvr,股利支付率(%)_Divprt,留存盈余比率(%)_Retearrt,资产负债率(%)_Dbastrt,流动资产/总资产(%)_Curtotast,非流动资产/总资产(%)_Noncurtotast,固定资产比率(%)_Fixassrt,无形资产比率(%)_Intanassrt,长期借款/总资产(%)_Ldbass,应付债券/总资产(%)_Bdpayass,股东权益/全部投入资本(%)_Equtotcap,带息债务/全部投入资本(%)_Intdbtotcap,流动负债/负债合计(%)_Curtotlia,非流动负债/负债合计(%)_Noncurtotlia,股东权益比率(%)_Equass,权益乘数(%)_Equmul,营运资金(元)_Wrkcap,长期负债/股东权益_Ldbequ,长期资产适合率(%)_Lassfitass,经营活动净收益／利润总额(%)_OPItprf,经营活动净收益／利润总额(TTM)(%)_OPItprfTTM,对联营合营公司投资收益/利润总额(%)_Invretassoctprf,对联营合营公司投资收益/利润总额(TTM)(%)_InvretassoctprfTTM,价值变动净收益／利润总额(%)_Valchgtprf,价值变动净收益／利润总额(TTM)(%)_ValchgtprfTTM,营业外收支净额／利润总额(%)_Noopenitprf,营业外收支净额／利润总额(TTM)(%)_NoopenitprfTTM,所得税／利润总额(%)_Taxtprf,扣除非经常损益后的净利润／净利润(%)_Nprfcutnprf,权益乘数(杜邦分析)(%)_EqumulDP,归属母公司股东的净利润/净利润(%)_NPPCNPDP,净利润/营业总收入(%)_NPTOIDP,净利润/利润总额(%)_NPTPDP,利润总额/息税前利润(%)_TPEBITDDP,息税前利润/营业总收入(%)_EBITTOIDDP
75259,C300077,国民技术股份有限公司,3,300077,,,A,31/12/18,Q4,-2.26,-2.26,-2.2699,-2.2699,2.5748,1.0797,1.0797,1.0797,-2.7982,-2.7744,3.715,0.123,3.8379,-2.5092,-2.3863,0.6684,0.6684,0.0034,0.0034,4.5732,5.1625,-63.3098,-66,-88.1611,-96.6203,-72.34,-63.3098,-49.649,-49.649,-46.4051,-44.7089,-65.2348,-238.7395,-238.7395,35.0559,35.0559,64.9441,26.5388,26.5388,-238.7395,-238.7395,-259.1606,-259.1606,-256.9576,-256.9576,392.1604,392.1604,8.09,8.09,16.4802,16.4802,1.9686,1.9686,278.6498,278.6498,-1265752621,-1387203727,-1547038266,-1478628928,-259.1606,-282.9991,0.8297,0.7247,0.681,126.0398,79.34,111.3755,292.8749,47.9309,76.6538,-0.8254,0.206,0.2891,0.214,0.4624,-132.5659,,0.214,-159.7701,-159.7701,-13.3674,2.41,-221.1139,-223.0518,-194.8716,-160.1326,-175.979,-345.06,41.6005,431.0544,434.5345,-364.3553,-43.9798,6.5607,-43.39,-43.9798,6.5607,,428,2.0763,173.3937,1.4105,255.2286,2.5962,138.6642,0.3168,3.3895,0.3011,0.1932,110.0448,110.0448,61.9099,61.9099,,,3.3255,1919937.41,372734837.3,662535630.7,-1912723243,,110.0448,11.9622,0.8641,,,,,,56.2872,44.95,55.05,10.537,2.0186,,,52.6908,47.3092,96.2447,3.7553,43.7128,2.2877,-296527460.7,0.0484,2.7976,,,,,,,,,,,1.5585,88.0613,-238.7395,,,-256.9576
79173,C300083,广东劲胜智能集团股份有限公司,2,300083,,,A,31/12/18,Q4,-2.01,-2.01,-2.0016,-2.0016,1.9101,3.8462,3.8462,3.8462,-1.9577,-1.9036,2.5633,0.0469,2.6102,-1.6938,-1.647,-0.0616,-0.0616,-0.161,-0.161,1.626,1.6377,-68.9336,-69.03,-104.787,-104.0752,-68.56,-68.9336,-27.8059,-27.8059,-29.2609,-34.0778,-53.7109,-52.0821,-52.0821,12.5412,12.5412,87.4588,15.9923,15.9923,-52.0821,-52.0821,-50.899,-50.899,-49.4924,-49.4924,151.8209,151.8209,4.8979,4.8979,9.2436,9.2436,1.8508,1.8508,43.7277,43.7277,-2865631424,-2846164156,-2725322622,-2284689062,-50.899,-49.3336,0.9523,0.5456,0.4591,206.6923,48.3811,62.8272,864.2143,15.0262,16.8479,-0.4293,-0.0156,-0.0202,-0.0172,-0.0227,-32.0616,,-0.0172,-728.125,-728.125,-14.2513,15.57,-610.498,-611.508,-722.7326,-721.8833,-763.5537,-82.62,-72.8757,50.104,50.081,-1368.7921,-50.9859,-24.7692,-50.98,-50.9859,-24.7692,,326,1.6332,220.4262,3.3875,106.2762,,,0.9187,3.8794,1.3246,0.5618,112.7453,112.7453,-1.6005,-1.6005,,,0.4108,-230450715.2,-88133002.44,6208366562,-624496652.6,,112.7453,-0.8992,0.3287,,,,,,67.1647,57.9207,42.0793,14.3484,2.3829,,,38.5852,61.4148,90.5541,9.4459,32.8353,3.0455,-244034900.5,0.1932,2.359,,,,,,,,,,,2.3577,99.9201,-52.0821,,,-49.4924
79487,C300085,深圳市银之杰科技股份有限公司,3,300085,,,A,31/12/18,Q4,0.0506,0.0506,0.0506,0.0506,1.9122,1.8386,1.8386,1.8386,0.0422,0.0701,0.5321,0.0394,0.5714,0.3586,0.398,0.1375,0.1375,0.1084,0.1084,0.0984,0.0314,2.6736,2.67,2.6457,0.0889,0.09,2.6736,2.2663,2.2663,0.9912,1.006,1.8158,1.6682,1.6682,31.9622,31.9622,68.0378,22.6415,22.6415,1.6682,1.6682,2.2935,2.2935,3.8139,3.8139,96.2619,96.2619,15.9726,15.9726,5.2075,5.2075,1.4614,1.4614,0.8985,0.8985,35750737.69,1200754.63,49552157.57,79187415.9,2.2935,2.7692,2.1429,1.9342,1.2716,58.3645,171.3371,233.7558,71.8083,189.9925,583.3607,0.0968,0.1232,0.1681,0.1591,0.5162,2.9275,0.2545,0.1591,57.6324,57.6324,13.2069,27.99,-9.3155,-5.3401,-12.6324,60.7609,-92.6093,-21.16,34.7114,239.5093,239.4523,57.4072,2.1275,-2.8821,2.12,2.1275,-2.8821,0.9905,151,6.2592,57.5153,3.8437,93.6622,,,1.013,96.0108,0.9716,0.5942,98.1943,98.1943,7.4801,7.4801,200.1062,200.1062,0.4866,76591706.86,97185860.43,1275791103,-468602044.8,448.4024,98.1943,4.4448,0.5341,0.02,2.5296,6.8766,39.5315,60.4685,36.6043,60.7649,39.2351,0.6299,2.432,0.0789,,70.038,29.962,77.4666,22.5334,63.3957,1.5774,698265817.3,0.1301,2.6576,148.8614,148.8614,-191.296,-191.296,0,0,8.6652,8.6652,33.5684,5.5401,1.6352,164.9491,1.6682,66.4316,65.8412,3.8139
79451,C300096,易联众信息技术股份有限公司,3,300096,,,A,31/12/18,Q4,0.034,0.034,0.0341,0.0341,1.7224,1.6972,1.6972,1.6972,0.0989,0.1403,0.0754,0.0626,0.138,0.5818,0.6444,0.132,0.132,-0.1857,-0.1857,-0.1624,-0.4951,1.998,2,1.98,0.8666,0.87,1.998,3.155,3.155,1.9937,1.9913,4.9931,5.2249,5.2249,52.8696,52.8696,47.1304,31.2301,31.2301,5.2249,5.2249,5.8267,5.8267,8.2682,8.2682,96.9947,96.9947,9.7184,9.7184,19.023,19.023,2.4887,2.4887,3.0728,3.0728,14664775.38,6418786.34,60341794.05,88569952.78,5.8267,7.427,1.6793,1.543,1.3866,146.0217,68.483,128.3662,168.1579,111.4682,275.4665,0.0795,0.0525,0.0984,0.0727,0.2432,3.377,0.5657,0.0727,-19.0476,-19.0476,16.6681,24.95,-2.4186,0.4745,40.1071,-19.0763,114.9823,-14.46,-9.1797,6163.5621,6100,-20.5362,1.839,0.2471,1.83,1.839,0.2471,4.4745,458,3.3606,107.1237,1.0257,350.9798,,,0.5564,9.2977,0.9943,0.3816,106.5373,106.5373,7.7794,7.7794,258.8579,258.8579,0.7234,-79860455.11,56774366.09,777515162.7,-5854412.404,148.8891,106.5373,2.9684,0.7576,0.005,6.8208,26.4067,14.661,85.339,56.4768,68.514,31.486,3.8095,1.5502,,,56.2107,43.7893,72.2404,27.7596,43.5232,2.2976,530729739.7,0.3602,2.2677,51.6385,51.6385,1.2564,1.2564,0,0,-0.1181,-0.1181,10.2216,16.8331,2.6059,38.4579,5.2249,89.7784,70.3881,8.2682
78818,C300098,高新兴科技集团股份有限公司,3,300098,,,A,31/12/18,Q4,0.31,0.31,0.3058,0.3058,3.1713,2.0192,2.0192,2.0192,0.3207,0.3131,1.467,0.0701,1.5371,0.7934,0.8635,-0.0879,-0.0879,-0.3041,-0.3041,0.2027,0.1739,10.1228,10.87,9.6425,9.3834,10.58,10.1228,6.9567,6.9567,6.8849,6.5475,9.7892,15.3454,15.3454,35.2123,35.2123,64.7877,10.1076,10.1076,15.3454,15.3454,15.8837,15.8837,15.5055,15.5055,86.9339,86.9339,6.6047,6.6047,5.6307,5.6307,-2.1278,-2.1278,1.6019,1.6019,539568122.8,525065260.8,552435049.8,598921201.2,15.8837,21.4546,1.7869,1.542,1.2855,47.7381,209.4763,274.6035,72.8046,180.0578,436.5117,0.2239,-0.058,-0.0761,-0.0647,-0.1844,,0.1456,-0.0647,24,24,59.2669,48.84,26.2321,25.6346,36.6506,32.1592,35.1123,56.73,107.063,-237.6419,-189.6939,19.6177,10.4846,10.8651,-28,10.4846,10.8651,10.0889,253,3.1228,115.2848,2.6049,138.2011,,,0.8325,24.8955,0.6684,0.4487,70.4454,70.4454,-4.3512,-4.3512,-33.3012,-33.3012,2.8625,-536508177.2,-155025286.1,2509851765,42927596.47,-28.355,70.4454,-1.9522,0.6646,0.02,15.2896,-4.3929,6.5404,93.4596,31.9907,51.2866,48.7134,1.8909,0.6344,,,73.3051,26.6949,89.7172,10.2828,68.0093,1.4704,1885923837,0.0484,21.7317,81.3154,81.3154,-0.8798,-0.8798,0.9986,0.9986,1.1497,1.1497,4.5,96.0374,1.4898,98.69,15.3454,95.5,103.6307,15.5055
80137,C300115,深圳市长盈精密技术股份有限公司,2,300115,,,A,31/12/18,Q4,0.0423,0.0423,0.0423,0.0423,4.8035,9.4801,9.4801,9.4801,-0.0133,0.1828,1.4106,0.1981,1.6087,2.2214,2.4196,0.8484,0.8484,-0.0487,-0.0487,0.2059,0.2154,0.8733,0.87,0.8801,-1.3932,-1.38,0.8733,1.6722,1.6722,0.0889,0.0901,0.5016,0.1025,0.1025,19.9379,19.9379,80.0621,8.3699,8.3699,0.1025,0.1025,-0.1402,-0.1402,1.9285,1.9285,100.8409,100.8409,1.4233,1.4233,5.6805,5.6805,1.266,1.266,2.8587,2.8587,38465699.23,-60891428.84,166343319,931645139.8,-0.1402,0.5384,1.1099,0.6715,0.5967,120.2257,83.1769,91.1306,141.9135,77.2036,106.8619,0.147,0.1469,0.161,0.1589,0.2228,1.3278,0.7441,0.1589,-93.2921,-93.2889,2.3005,30.41,-101.839,-93.7525,-98.5,-93.263,-111.7595,-55.95,27.9332,135.2802,135.079,-93.1578,-1.539,-2.6976,-1.62,-1.539,-2.6976,-0.2652,174,3.2841,109.6224,5.542,64.9597,,,1.597,2.5226,1.9583,0.8671,99.8962,99.8962,8.9496,8.9496,,,0.8315,-44301192.49,771954039.9,8616616682,104828666.9,8730.8858,99.8962,7.7603,1.3662,0.1,0.4289,8.6073,233.1584,-133.1584,53.5549,54.9468,45.0532,35.468,1.9461,0.0325,,47.6798,52.3202,92.4429,7.5571,46.4451,2.1531,533648449.5,0.0871,1.3927,-176.6212,-176.6212,-7.3975,-7.3975,3.8331,3.8331,129.4532,129.4532,78.471,-688.6888,2.2584,435.0513,0.1025,21.529,24.689,1.9285
80619,C300134,深圳市大富科技股份有限公司,3,300134,,,A,31/12/18,Q4,0.03,0.03,0.0322,0.0322,6.9707,2.3733,2.3733,2.3733,0.0044,0.0427,6.3163,0.1349,6.4512,-0.4827,-0.3478,0.0642,0.0642,-0.1195,-0.1195,-0.5642,-1.0712,0.463,0.46,0.4618,-5.8366,-5.85,0.463,0.477,0.477,-0.0334,-0.0344,-0.3989,-0.1259,-0.1259,13.9218,13.9218,86.0782,13.7742,13.7742,-0.1259,-0.1259,0.1845,0.1845,1.7985,1.7985,119.7405,119.7405,2.1886,2.1886,9.9198,9.9198,1.6658,1.6658,7.6689,7.6689,24706622.6,-312256030.1,32759109.06,263848995.4,0.1845,0.1695,3.2027,2.8081,1.6051,24.5577,407.2047,438.4668,26.7027,403.2443,,0.1931,0.0375,0.0404,0.038,,1.1039,0.0064,0.038,104.4776,104.4776,2.3715,-4.03,100.5662,100.5175,99.5625,104.8278,40.148,-36.4,86.8589,-53.5981,-53.6127,104.8035,0.5042,-5.8272,0.5,0.5042,-5.8272,,216,3.4245,105.1279,3.2239,111.6695,,,0.4361,1.3252,0.3413,0.2652,106.9848,106.9848,2.7055,2.7055,,,1.257,-91721021.96,49279893.59,1948718716,-684097840.7,,106.9848,0.7176,1.7798,,,,,,19.7231,62.2913,37.7087,19.5364,4.4861,,,81.4288,18.5712,98.6141,1.3859,80.2769,1.2457,2853852459,0.0034,2.7032,-11663.1896,-11663.1896,-690.0044,-690.0044,6124.5714,6124.5714,-9.0314,-9.0314,174.3763,,1.2869,-1077.4868,-0.1259,-74.3763,9.411,1.7985
80840,C300136,深圳市信维通信股份有限公司,2,300136,,,A,31/12/18,Q4,1.0069,1.0069,1.0125,1.0125,3.7742,4.8247,4.8247,4.8247,1.1613,1.166,0.2876,0.1726,0.4602,2.4517,2.6243,0.6244,0.6244,-0.2859,-0.2859,-0.1243,0.4601,30.6697,30.55,26.8274,26.0355,29.65,30.6697,18.1278,18.1278,15.7752,13.7164,19.736,21.0307,21.0307,36.5115,36.5115,63.4885,5.4684,5.4684,21.0307,21.0307,24.0692,24.0692,24.1672,24.1672,76.4142,76.4142,1.4769,1.4769,3.0236,3.0236,0.968,0.968,0.7149,0.7149,987800365.6,958641145.8,1137528918,1256013908,24.0692,34.7626,1.8323,1.579,1.4973,95.3782,104.8457,114.2701,159.7883,68.2083,96.1726,0.3524,0.1734,0.189,0.2884,0.2665,123.304,0.7961,0.2884,10.8799,10.8799,37.0372,53.56,6.4422,6.1883,11.1477,11.1079,52.0129,64.63,-104.4383,-17.3423,-16.7245,-16.7309,33.4323,35.3195,34.42,33.4323,35.3195,,186,6.8059,52.8961,2.688,133.9336,,,1.2506,7.4876,1.4614,0.7501,90.5846,90.5846,12.9409,12.9409,54.867,54.867,14.6322,-278889277.6,609114116,4263733902,-1220637425,61.5331,90.5846,9.7069,0.9587,,,,,,48.6621,53.6304,46.3696,10.748,11.4432,0.1881,,53.3299,46.6701,60.1469,39.8531,51.3379,1.9479,1758153461,0.3778,5.5446,98.3923,98.3923,0.649,0.649,0.0532,0.0532,-0.4088,-0.4088,12.2667,96.8425,1.9483,99.7882,21.0307,87.7333,99.189,24.1672
81648,C300155,广东安居宝数码科技股份有限公司,2,300155,,,A,31/12/18,Q4,0.05,0.05,0.0502,0.0502,2.1484,1.6911,1.6911,1.6911,0.0605,0.0529,0.6575,0.1054,0.7629,0.3837,0.4891,-0.06,-0.06,-0.0642,-0.0642,0.1087,0.17,2.3591,2.36,2.3365,1.9506,1.97,2.3591,1.8583,1.8583,1.8702,1.8302,2.3501,3.1475,3.1475,35.0604,35.0604,64.9396,18.1924,18.1924,3.1475,3.1475,3.5804,3.5804,3.1273,3.1273,99.3377,99.3377,12.527,12.527,6.2143,6.2143,-0.5489,-0.5489,5.7803,5.7803,27275301.92,22770841.85,28737066.8,64147191.29,3.5804,3.9499,3.0929,2.5262,2.1994,33.0123,302.9178,587.3592,37.4329,517.9953,,0.1598,-0.0846,-0.1641,-0.0909,,,0.0352,-0.0909,150,150,8.7425,5.43,118.7655,123.0683,108.1604,105.2108,1388.9277,-8.12,-22.3806,-63.5147,-63.4877,101.2836,1.9504,4.4782,1.95,1.9504,4.4782,1.7711,251,2.9705,121.1917,2.7707,129.9311,,,0.8696,3.7111,0.7948,0.5942,95.9151,95.9151,-3.5499,-3.5499,-535.9719,-535.9719,0.612,-34901899.29,-32619793.78,881364321.3,-18095950.83,-112.7853,95.9151,-2.1094,0.6386,0.015,3.3464,-4.0022,29.8826,70.1174,24.3859,70.2542,29.7458,13.8193,2.0819,,,85.4516,14.5484,93.1455,6.8545,75.6141,1.3225,751275991.2,0.0221,5.5926,20.1706,20.1706,,,0,0,-9.0388,-9.0388,4.1464,78.7318,1.3375,94.3063,3.1475,95.8536,104.9973,3.1273
81737,C300162,深圳雷曼光电科技股份有限公司,2,300162,,,A,31/12/18,Q4,-0.1,-0.1,-0.1044,-0.1044,2.9548,2.0987,2.0987,2.0987,-0.1035,-0.112,1.814,0.0479,1.8619,0.0574,0.1052,0.1458,0.1458,0.156,0.156,0.4075,0.3976,-3.4319,-3.46,-3.5323,-4.2438,-4.16,-3.4319,-2.8765,-2.8765,-2.7516,-2.7424,-3.7902,-5.1033,-5.1033,23.4157,23.4157,76.5843,16.9514,16.9514,-5.1033,-5.1033,-4.9326,-4.9326,-5.335,-5.335,106.2768,106.2768,9.6435,9.6435,9.1163,9.1163,-1.8084,-1.8084,6.5173,6.5173,-36478778.29,-43826701.2,-39133171.03,-2929530.87,-4.9326,-5.2833,2.3694,1.8009,1.3834,29.8743,334.7364,418.1103,38.3794,325.4539,1841.0007,-0.0243,0.1651,0.2062,0.1711,1.1666,,0.0266,0.1711,-266.6667,-266.6667,13.811,24.43,-242.8624,-234.6157,-272.7686,-279.563,-392.1981,-221.79,4.6555,4459.5415,4456.25,-290.0619,-5.524,0.6696,-5.52,-5.524,0.6696,,199,3.8311,93.9678,3.4196,105.2755,,,1.042,3.7364,0.6901,0.5392,103.1559,103.1559,6.9447,6.9447,,,1.6171,54533719.9,50941226.03,756671134.2,-350775589.6,,103.1559,3.7444,0.4126,,,,,,22.6024,51.6706,48.3294,15.6318,1.2053,,,80.6991,19.3009,96.4819,3.5181,77.3976,1.292,407632591.8,0.0103,2.5872,,,,,,,,,,,1.2799,97.4481,-5.1033,,,-5.335
81914,C300167,深圳市迪威迅股份有限公司,3,300167,,,A,31/12/18,Q4,-0.5393,-0.5393,-0.5393,-0.5393,1.8222,0.864,0.864,0.864,-0.5599,-0.5223,1.0421,0.0408,1.0829,-0.2626,-0.2218,-0.0228,-0.0228,-0.384,-0.384,-0.1238,-0.5018,-25.7824,-25.78,-29.5939,-28.1394,-24.51,-25.7824,-13.4804,-13.4804,-14.3281,-16.1759,-15.9995,-64.2587,-64.2587,21.618,21.618,78.382,42.4416,42.4416,-64.2587,-64.2587,-64.8108,-64.8108,-60.4569,-60.4569,164.9096,164.9096,8.723,8.723,24.802,24.802,8.9167,8.9167,39.9206,39.9206,-161909508.6,-153951538.1,-156823139.7,-131725278.1,-64.8108,-56.1816,1.3723,1.1406,0.7077,79.2233,126.2254,149.5479,86.2112,137.4263,170.7483,-0.3108,-0.0158,-0.0187,-0.0162,-0.0232,-8.1438,0.0717,-0.0162,-2665.641,-2665.641,-53.4692,-8.3,-3662.8923,-4511.6984,-1497.6563,-2667.7448,-1023.4045,-352.87,-13.113,88.3689,88.3614,-3486.27,-22.8199,-20.5038,-22.82,-22.8199,-20.5038,,527,2.0171,178.474,1.0301,349.4806,,,0.3896,7.4378,0.4131,0.223,152.5861,152.5861,-2.6373,-2.6373,,,0.0386,-115303228.7,-6840965.96,395802799.8,-91281285.52,,152.5861,-0.588,0.2039,,,,,,42.0625,56.2215,43.7785,2.3415,0.9799,,,59.9275,40.0725,97.3983,2.6017,57.9375,1.726,157179271.8,0.0189,12.0364,,,,,,,,,,,1.8525,97.1352,-64.2587,,,-60.4569
82075,C300177,广州中海达卫星导航技术股份有限公司,3,300177,,,A,31/12/18,Q4,0.217,0.2164,0.2135,0.2135,4.0725,2.8839,2.8839,2.8839,0.3608,0.3744,2.0009,0.1214,2.1222,1.0246,1.146,0.0521,0.0521,0.1829,0.1829,0.3722,0.5163,5.4292,5.49,5.2426,3.0456,3.19,5.4292,6.333,6.333,5.4588,5.1704,7.689,11.1889,11.1889,52.3521,52.3521,47.6479,30.6958,30.6958,11.1889,11.1889,12.51,12.51,12.9808,12.9808,94.6931,94.6931,16.8638,16.8638,13.31,13.31,0.5221,0.5221,4.1251,4.1251,95415587.94,55430109,167297102.9,219666695.8,12.51,16.0269,3.1083,2.6645,2.0176,37.2542,268.4259,396.8963,50.2915,294.0069,3855.4567,0.3216,0.0344,0.0508,0.0425,0.6664,30.564,0.1124,0.0425,41.4602,41.9948,26.2558,26.41,59.0537,50.0687,65.4367,42.3857,38.6751,294.63,262.8355,-79.2438,-79.2596,32.5965,7.3826,11.8148,7.4,7.3826,11.8148,7.6326,285,2.6929,133.6898,2.3715,151.8091,,,0.7883,6.9004,0.7333,0.4879,99.0048,99.0048,1.8081,1.8081,34.0707,34.0707,1.6457,81720064.22,23302696.74,1275981955,-2827766587,16.1597,99.0048,0.8821,0.9261,0.022,9.7178,2.3733,10.2904,89.7096,24.3108,61.0852,38.9148,6.99,6.7578,0.0229,,79.8751,20.1249,80.839,19.161,75.6892,1.3212,1155557192,0.0615,4.3251,42.2653,42.2653,1.5127,1.5127,14.1335,14.1335,0.3665,0.3665,10.8887,38.439,1.5031,66.1676,11.1889,89.1113,96.7282,12.9808
